"lemma","lemma_freq","gloss","form","stressed_syll","case","number","short_cluster","full_cluster","noep","ep"
"стадийность",11,"staging","стади'йностью",2,"inst","sg","ст","ст",3,330
"стадность",38,"gregariousness","ста'дностью",1,"inst","sg","ст","ст",5,218
"стадо",4708,"herd","ста'д",1,"gen","pl","ст","ст",109,458
"стаж",1492,"experience","ста'жами",1,"inst","pl","ст","ст",7,184
"стаж",1492,"experience","ста'жа",1,"gen","sg","ст","ст",123,184
"стаж",1492,"experience","ста'жей",1,"gen","pl","ст","ст",2,45
"стажер",238,"trainee","стаже'ра",2,"gen","sg","ст","ст",24,486
"стажер",238,"trainee","стаже'ров",2,"gen","pl","ст","ст",25,212
"стаз",2,"stasis","ста'зом",1,"inst","sg","ст","ст",5,280
"стаз",2,"stasis","ста'зами",1,"inst","pl","ст","ст",7,374
"стаз",2,"stasis","ста'за",1,"gen","sg","ст","ст",4,9
"стайер",44,"stayer","ста'йером",1,"inst","sg","ст","ст",2,151
"стайер",44,"stayer","ста'йерами",1,"inst","pl","ст","ст",2,187
"стайер",44,"stayer","ста'йера",1,"gen","sg","ст","ст",3,17
"стакан",12116,"glass","стака'нов",2,"gen","pl","ст","ст",187,770
"стаканчик",1516,"cup","стака'нчика",2,"gen","sg","ст","ст",49,948
"стаканчик",1516,"cup","стака'нчиков",2,"gen","pl","ст","ст",16,191
"сталагмит",78,"stalagmite","сталагми'том",3,"inst","sg","ст","ст",5,216
"сталагмит",78,"stalagmite","сталагми'тами",3,"inst","pl","ст","ст",71,981
"сталагмит",78,"stalagmite","сталагми'та",3,"gen","sg","ст","ст",3,28
"сталагмит",78,"stalagmite","сталагми'тов",3,"gen","pl","ст","ст",1,17
"сталактит",111,"stalactite","сталакти'том",3,"inst","sg","ст","ст",12,182
"сталактит",111,"stalactite","сталакти'та",3,"gen","sg","ст","ст",9,232
"сталактит",111,"stalactite","сталакти'тов",3,"gen","pl","ст","ст",6,560
"сталевар",224,"steel-maker","сталева'ром",3,"inst","sg","ст","ст",12,242
"сталевар",224,"steel-maker","сталева'рами",3,"inst","pl","ст","ст",16,810
"сталевар",224,"steel-maker","сталева'ра",3,"gen","sg","ст","ст",6,21
"сталевар",224,"steel-maker","сталева'ров",3,"gen","pl","ст","ст",17,106
"сталеварение",4,"steel production","сталеваре'нием",4,"inst","sg","ст","ст",0,18
"сталелитейщик",5,"steelworker","ста`лелите'йщиками",4,"inst","pl","ст","ст",3,111
"сталинит",4,"stalinite","сталини'том",3,"inst","sg","ст","ст",4,22
"сталь",47100,"Steel","ста'лей",1,"gen","pl","ст","ст",59,90
"стальник",1,"rest-harrow","ста'льником",1,"inst","sg","ст","ст",2,19
"стальник",1,"rest-harrow","ста'льника",1,"gen","sg","ст","ст",13,0
"стаминодий",2,"staminody","стамино'диями",3,"inst","pl","ст","ст",0,29
"стан",7802,"mill","ста'нов",1,"gen","pl","ст","ст",167,652
"стандартность",18,"standardization","станда'ртностью",2,"inst","sg","ст","ст",5,221
"станиоль",3,"tinfoil","станио'лем",3,"inst","sg","ст","ст",3,16
"станичник",234,"outlaws","стани'чником",2,"inst","sg","ст","ст",1,32
"станичник",234,"outlaws","стани'чниками",2,"inst","pl","ст","ст",17,609
"станичник",234,"outlaws","стани'чников",2,"gen","pl","ст","ст",1,11
"станкозавод",13,"machine-tool","ста`нкозаво'дом",4,"inst","sg","ст","ст",0,37
"станкозавод",13,"machine-tool","ста`нкозаво'дами",4,"inst","pl","ст","ст",0,13
"станкозавод",13,"machine-tool","ста`нкозаво'да",4,"gen","sg","ст","ст",0,49
"станкостроение",33,"machine-tool construction","ста`нкострое'нием",4,"inst","sg","ст","ст",7,234
"станкостроение",33,"machine-tool construction","ста`нкострое'ния",4,"gen","sg","ст","ст",3,27
"станкостроитель",24,"Machine Tool","ста`нкострои'телями",4,"inst","pl","ст","ст",2,33
"становище",194,"encampment","станови'щем",3,"inst","sg","ст","ст",1,43
"становище",194,"encampment","станови'щами",3,"inst","pl","ст","ст",6,23
"становище",194,"encampment","станови'ща",3,"gen","sg","ст","ст",10,73
"становище",194,"encampment","станови'щ",3,"gen","pl","ст","ст",0,13
"становление",2046,"becoming","становле'ниями",3,"inst","pl","ст","ст",3,8
"становление",2046,"becoming","становле'ния",3,"gen","sg","ст","ст",144,806
"становой",1304,"The police","становы'м",3,"inst","sg","ст","ст",104,591
"становой",1304,"The police","становы'ми",3,"inst","pl","ст","ст",10,239
"становой",1304,"The police","станово'го",3,"gen","sg","ст","ст",32,100
"становой",1304,"The police","становы'х",3,"gen","pl","ст","ст",10,7
"станочек",42,"stanochek","стано'чком",2,"inst","sg","ст","ст",7,188
"станочек",42,"stanochek","стано'чками",2,"inst","pl","ст","ст",4,74
"станочек",42,"stanochek","стано'чка",2,"gen","sg","ст","ст",1,57
"станочник",89,"stanochnik","стано'чником",2,"inst","sg","ст","ст",1,75
"станочник",89,"stanochnik","стано'чниками",2,"inst","pl","ст","ст",3,213
"станочник",89,"stanochnik","стано'чника",2,"gen","sg","ст","ст",10,14
"станс",83,"stanza","ста'нсом",1,"inst","sg","ст","ст",2,27
"станс",83,"stanza","ста'нсами",1,"inst","pl","ст","ст",0,205
"станс",83,"stanza","ста'нса",1,"gen","sg","ст","ст",1,12
"станс",83,"stanza","ста'нсов",1,"gen","pl","ст","ст",0,14
"станционер",3,"stantsioner","станционе'ром",4,"inst","sg","ст","ст",0,40
"стапель",168,"slip","ста'пелем",1,"inst","sg","ст","ст",13,622
"стапель",168,"slip","ста'пелями",1,"inst","pl","ст","ст",3,301
"стапель",168,"slip","стапеля'ми",3,"inst","pl","ст","ст",3,301
"старание",2489,"effort","стара'ниями",2,"inst","pl","ст","ст",144,989
"старание",2489,"effort","стара'ния",2,"gen","sg","ст","ст",91,46
"старание",2489,"effort","стара'ний",2,"gen","pl","ст","ст",8,35
"старатель",395,"prospector","стара'телем",2,"inst","sg","ст","ст",9,190
"старатель",395,"prospector","стара'телями",2,"inst","pl","ст","ст",11,627
"старатель",395,"prospector","стара'теля",2,"gen","sg","ст","ст",2,89
"старатель",395,"prospector","стара'телей",2,"gen","pl","ст","ст",18,101
"старательность",113,"diligence","стара'тельностью",2,"inst","sg","ст","ст",18,794
"старательство",12,"staratelstvo","стара'тельством",2,"inst","sg","ст","ст",0,43
"старейшинство",67,"stareyshinstvo","старе'йшинством",2,"inst","sg","ст","ст",1,19
"старение",541,"aging","старе'ния",2,"gen","sg","ст","ст",100,81
"старец",6871,"elder","ста'рца",1,"gen","sg","ст","ст",48,333
"старец",6871,"elder","ста'рцев",1,"gen","pl","ст","ст",467,80
"старикан",215,"old fogy","старика'ном",3,"inst","sg","ст","ст",32,524
"старикан",215,"old fogy","старика'нами",3,"inst","pl","ст","ст",2,236
"старикан",215,"old fogy","старика'на",3,"gen","sg","ст","ст",7,31
"старичок",4676,"old man","старичка'",3,"gen","sg","ст","ст",43,451
"старичок",4676,"old man","старичко'в",3,"gen","pl","ст","ст",134,376
"старичьё",24,"stariche","старичьём",3,"inst","sg","ст","ст",2,207
"старовер",390,"old believer","старове'ром",3,"inst","sg","ст","ст",15,148
"старовер",390,"old believer","старове'ров",3,"gen","pl","ст","ст",133,230
"староверец",8,"staroverets","старове'рцами",3,"inst","pl","ст","ст",5,54
"староверчество",6,"staroverchestvo","старове'рчеством",3,"inst","sg","ст","ст",0,14
"старожил",742,"old-timer","старожи'ла",3,"gen","sg","ст","ст",12,77
"старожил",742,"old-timer","старожи'лов",3,"gen","pl","ст","ст",48,193
"старомодность",45,"old-fashioned","старомо'дностью",3,"inst","sg","ст","ст",2,106
"старообрядец",465,"Old Believer","старообря'дцем",4,"inst","sg","ст","ст",9,307
"старообрядец",465,"Old Believer","старообря'дца",4,"gen","sg","ст","ст",0,14
"старообрядец",465,"Old Believer","старообря'дцев",4,"gen","pl","ст","ст",25,491
"старообрядчество",106,"Old Believers","старообря'дчеством",4,"inst","sg","ст","ст",81,999
"старообрядчество",106,"Old Believers","старообря'дчества",4,"gen","sg","ст","ст",0,38
"староречье",4,"staroreche","староре'чьями",3,"inst","pl","ст","ст",0,15
"старославянизм",0,"staroslavyanizm","ста`рославяни'змами",5,"inst","pl","ст","ст",2,36
"старослужащий",100,"older recruits","старослу'жащим",3,"inst","sg","ст","ст",8,155
"старослужащий",100,"older recruits","старослу'жащими",3,"inst","pl","ст","ст",20,880
"старослужащий",100,"older recruits","старослу'жащего",3,"gen","sg","ст","ст",0,13
"старослужащий",100,"older recruits","старослу'жащих",3,"gen","pl","ст","ст",2,36
"старость",6271,"age","ста'ростями",1,"inst","pl","ст","ст",0,21
"старость",6271,"age","ста'рости",1,"gen","sg","ст","ст",317,593
"староцерковник",0,"glowing / radiant fountain","староцерко'вниками",4,"inst","pl","ст","ст",1,21
"старпом",501,"First Mate","старпо'мами",2,"inst","pl","ст","ст",4,105
"старпом",501,"First Mate","старпо'ма",2,"gen","sg","ст","ст",4,102
"старт",2635,"start","ста'ртами",1,"inst","pl","ст","ст",44,897
"старт",2635,"start","ста'ртов",1,"gen","pl","ст","ст",19,479
"стартёр",173,"starter","стартёров",2,"gen","pl","ст","ст",9,70
"старчество",224,"elders","ста'рчеством",1,"inst","sg","ст","ст",3,217
"старшеклассник",439,"senior","старшекла'ссника",3,"gen","sg","ст","ст",4,49
"старшеклассник",439,"senior","старшекла'ссников",3,"gen","pl","ст","ст",37,263
"старшекурсник",67,"senior","старшеку'рсником",3,"inst","sg","ст","ст",13,226
"старшекурсник",67,"senior","старшеку'рсников",3,"gen","pl","ст","ст",1,34
"старшенький",85,"eldest","ста'ршеньким",1,"inst","sg","ст","ст",61,921
"старшенький",85,"eldest","ста'ршенькими",1,"inst","pl","ст","ст",7,336
"старшенький",85,"eldest","ста'ршенького",1,"gen","sg","ст","ст",6,84
"старшенький",85,"eldest","ста'ршеньких",1,"gen","pl","ст","ст",5,30
"старшинство",454,"seniority","старши'нства",2,"gen","sg","ст","ст",7,19
"старшинство",454,"seniority","старшинства'",3,"gen","sg","ст","ст",7,19
"старшой",6781,"eldest","старшо'го",2,"gen","sg","ст","ст",40,98
"старь",42,"debris","ста'рью",1,"inst","sg","ст","ст",11,19
"старь",42,"debris","ста'рями",1,"inst","pl","ст","ст",0,22
"старь",42,"debris","ста'ри",1,"gen","sg","ст","ст",79,151
"старь",42,"debris","ста'рей",1,"gen","pl","ст","ст",4,88
"старьё",280,"old junk","старья'",2,"gen","sg","ст","ст",19,241
